1050.499,17.56804,930.0203,-0.1967972,0.07925437,-0.01596249,-0.9771054
1050.469,17.49061,930.2022,-0.1967832,0.08010674,-0.01613417,-0.9770359
1050.439,17.41319,930.3842,-0.1967832,0.0801065,-0.01613412,-0.9770358
1050.408,17.33577,930.566,-0.1967619,0.08138506,-0.01639163,-0.9769302
1050.378,17.25834,930.7479,-0.1967619,0.08138483,-0.01639158,-0.9769303
1050.347,17.18092,930.9298,-0.1967619,0.08138459,-0.01639154,-0.9769303
1050.317,17.1035,931.1117,-0.1967619,0.08138436,-0.01639149,-0.9769303
1050.286,17.02607,931.2936,-0.1967619,0.08138436,-0.01639149,-0.9769303
1050.256,16.94865,931.4755,-0.1967619,0.08138436,-0.01639149,-0.9769303
1050.225,16.87123,931.6573,-0.1967619,0.08138436,-0.01639149,-0.9769303
1050.195,16.7938,931.8392,-0.1967619,0.08138436,-0.01639149,-0.9769303
1050.164,16.71638,932.0211,-0.1967619,0.08138436,-0.01639149,-0.9769303
1050.134,16.63896,932.203,-0.1967619,0.08138436,-0.01639149,-0.9769303
1050.103,16.56153,932.3849,-0.1967619,0.08138436,-0.01639149,-0.9769303
1050.073,16.48411,932.5668,-0.1967619,0.08138436,-0.01639149,-0.9769303
1050.042,16.40669,932.7487,-0.1967619,0.08138436,-0.01639149,-0.9769303
1050.011,16.32927,932.9305,-0.1967619,0.08138436,-0.01639149,-0.9769303
1049.981,16.25184,933.1124,-0.1967619,0.08138436,-0.01639149,-0.9769303
1049.95,16.17458,933.2943,-0.1963213,0.08224403,-0.0165273,-0.9769446
1049.918,16.09829,933.4764,-0.1937123,0.08527192,-0.01690363,-0.9771993
1049.885,16.02328,933.6588,-0.1902559,0.08788977,-0.01710394,-0.9776429
1049.851,15.94893,933.8414,-0.1885194,0.08962614,-0.01727956,-0.9778185
1049.817,15.87458,934.0239,-0.1885119,0.09005252,-0.01736176,-0.9777794
1049.783,15.80022,934.2065,-0.1885119,0.09005252,-0.01736176,-0.9777794
1049.75,15.72587,934.389,-0.1885119,0.09005252,-0.01736176,-0.9777794
1049.716,15.65151,934.5716,-0.1885119,0.09005252,-0.01736176,-0.9777794
1049.682,15.57716,934.7542,-0.1885119,0.09005252,-0.01736176,-0.9777794
1049.648,15.50281,934.9367,-0.1885119,0.09005252,-0.01736176,-0.9777794
1049.614,15.42845,935.1193,-0.1885119,0.09005252,-0.01736176,-0.9777794
1049.58,15.3541,935.3018,-0.1885119,0.09005252,-0.01736176,-0.9777794
1049.546,15.27974,935.4844,-0.1885119,0.09005252,-0.01736176,-0.9777794
1049.512,15.20539,935.6669,-0.1885119,0.09005252,-0.01736176,-0.9777794
1049.478,15.13103,935.8495,-0.1885119,0.09005252,-0.01736176,-0.9777794
1049.444,15.05668,936.032,-0.1885119,0.09005252,-0.01736176,-0.9777794
1049.41,14.98233,936.2146,-0.1885119,0.09005252,-0.01736176,-0.9777794
1049.376,14.90797,936.3972,-0.1885119,0.09005252,-0.01736176,-0.9777794
1049.342,14.83362,936.5797,-0.1885119,0.09005252,-0.01736176,-0.9777794
1049.308,14.75926,936.7623,-0.1885119,0.09005252,-0.01736176,-0.9777794
1049.274,14.68491,936.9448,-0.1885043,0.0904789,-0.01744396,-0.97774
1049.238,14.6112,937.1271,-0.1866965,0.09605529,-0.01834525,-0.9775384
1049.2,14.5388,937.3096,-0.1831697,0.1020922,-0.01912909,-0.9775788
1049.16,14.4677,937.4922,-0.1796811,0.105999,-0.01947836,-0.9778035
1049.118,14.3979,937.675,-0.176199,0.1094808,-0.01972337,-0.9780486
1049.076,14.32892,937.8579,-0.1740219,0.1116578,-0.01986415,-0.9781893
1049.032,14.26093,938.041,-0.1714086,0.1142709,-0.02002055,-0.9783458
1048.988,14.19408,938.2241,-0.1683675,0.1168937,-0.02011226,-0.9785621
1048.943,14.12839,938.4075,-0.1653256,0.119517,-0.02018796,-0.9787623
1048.897,14.06336,938.5909,-0.1635908,0.1208332,-0.02019344,-0.978892
1048.851,13.9985,938.7745,-0.1631637,0.1208417,-0.02014068,-0.9789633
1048.805,13.93363,938.958,-0.1631637,0.1208415,-0.02014064,-0.9789634
1048.759,13.86876,939.1415,-0.1631637,0.1208413,-0.0201406,-0.9789635
1048.713,13.8039,939.3251,-0.1631637,0.1208413,-0.0201406,-0.9789635
1048.667,13.73903,939.5086,-0.1631637,0.1208413,-0.0201406,-0.9789635
1048.62,13.67416,939.6921,-0.1631637,0.1208413,-0.0201406,-0.9789635
1048.574,13.6093,939.8757,-0.1631637,0.1208413,-0.0201406,-0.9789635
1048.528,13.54443,940.0592,-0.1631637,0.1208413,-0.0201406,-0.9789635
1048.482,13.47957,940.2427,-0.1631637,0.1208413,-0.0201406,-0.9789635
1048.436,13.4147,940.4263,-0.1631637,0.1208413,-0.0201406,-0.9789635
1048.39,13.34983,940.6098,-0.1631637,0.1208413,-0.0201406,-0.9789635
1048.344,13.28497,940.7933,-0.1631637,0.1208413,-0.0201406,-0.9789635
1048.298,13.2201,940.9769,-0.1631637,0.1208413,-0.0201406,-0.9789635
1048.252,13.15524,941.1604,-0.1631637,0.1208413,-0.0201406,-0.9789635
1048.206,13.09037,941.3439,-0.1631637,0.1208413,-0.0201406,-0.9789635
1048.16,13.0255,941.5275,-0.1631637,0.1208413,-0.0201406,-0.9789635
1048.114,12.96064,941.711,-0.1631637,0.1208413,-0.0201406,-0.9789635
1048.068,12.89577,941.8945,-0.1631637,0.1208413,-0.0201406,-0.9789635
1048.022,12.83091,942.0781,-0.1631637,0.1208413,-0.0201406,-0.9789635
1047.976,12.76604,942.2616,-0.1631637,0.1208413,-0.0201406,-0.9789635
1047.93,12.70117,942.4451,-0.1631637,0.1208413,-0.0201406,-0.9789635
1047.884,12.63631,942.6287,-0.1631637,0.1208413,-0.0201406,-0.9789635
1047.838,12.57144,942.8122,-0.1631637,0.1208413,-0.0201406,-0.9789635
1047.792,12.50658,942.9957,-0.1631637,0.1208413,-0.0201406,-0.9789635
1047.746,12.44171,943.1793,-0.1631637,0.1208413,-0.0201406,-0.9789635
1047.7,12.37684,943.3628,-0.1631637,0.1208413,-0.0201406,-0.9789635
1047.654,12.31198,943.5463,-0.1631637,0.1208413,-0.0201406,-0.9789635
1047.608,12.24711,943.7299,-0.1631637,0.1208413,-0.0201406,-0.9789635
1047.562,12.18225,943.9133,-0.1631372,0.1221225,-0.02035415,-0.9788044
1047.514,12.11738,944.0963,-0.1630652,0.1255383,-0.02092345,-0.9783722
1047.465,12.05251,944.2792,-0.1630284,0.1272456,-0.021208,-0.9781516
1047.416,11.98765,944.462,-0.1629912,0.1289525,-0.02149249,-0.9779281
1047.366,11.92278,944.6443,-0.1629055,0.1327918,-0.02213239,-0.9774141
1047.314,11.85791,944.8264,-0.162847,0.13535,-0.02255877,-0.9770632
1047.262,11.79305,945.0081,-0.1627673,0.1387596,-0.02312704,-0.9765848
1047.207,11.72818,945.1893,-0.1626648,0.1430191,-0.02383698,-0.9759701
1047.151,11.66332,945.37,-0.1625485,0.1477015,-0.02461739,-0.9752725
1047.093,11.59878,945.5502,-0.1615559,0.153253,-0.02540523,-0.9745603
1047.033,11.53507,945.73,-0.1593072,0.1579853,-0.0258357,-0.9741635
1046.972,11.47186,945.9097,-0.1579528,0.1609943,-0.02611144,-0.973884
1046.91,11.40931,946.089,-0.1561387,0.1652887,-0.02651194,-0.9734462
